Year,Make,Model,Trim,Body,Transmission,Vin,Region,Condition,Odometer,Color,Interior,Seller,Mmr,Sellingprice,Profit,Profit Margin,Margin Tier,Sale Year,Sale Month,Sale Quarter,Month Label,Saledate
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cn421206,California,41,40578,beige,beige,nissan-infiniti lt,12000,12000,0,0,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Ram,1500,SLT,Quad Cab,automatic,1c6rd6gp2cs155540,California,,46416,black,—,riverside car store inc,16300,16400,100,0.6097560976,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db1ca424913,California,35,38680,—,brown,mercedes-benz financial services,43300,41750,-1550,-3.71257485,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 04:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn429618,California,37,25317,blue,black,nissan-infiniti lt,13000,13000,0,0,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,Suv,automatic,4jgbf7be4ca779566,California,38,61663,black,gray,the hertz corporation,26900,26801,-99,-0.3693892019,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Ram,2500,ST,Crew Cab,manual,3c6ud5hl5cg142479,California,46,31537,white,—,century dealer services corp,31100,36000,4900,13.61111111,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cn474181,California,44,13853,white,gray,nissan-infiniti lt,13750,13250,-500,-3.773584906,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Sentra,2,Sedan,,3n1ab6ap7cl660012,California,,54911,red,—,corona auto wholesale inc,8450,8200,-250,-3.048780488,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Sentra,2,Sedan,,3n1ab6apxcl629997,California,21,32247,blue,gray,merchants leasing,9675,7300,-2375,-32.53424658,Low Margin,2015,2,1,2015-02,Wed Feb 04 2015 04:30:00
2012,Porsche,911,Carrera S (Midyear Redesign),Coupe,automatic,wp0ab2a95cs121218,California,44,16480,black,gray,mckenna audi/mckenna bmw,70000,72500,2500,3.448275862,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn424407,California,41,60795,silver,black,nissan-infiniti lt,10650,12500,1850,14.8,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn402255,California,43,52004,white,gray,nissan-infiniti lt,11250,11250,0,0,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp4ct026805,California,39,18201,white,beige,nissan-infiniti lt,11500,12500,1000,8,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cn428611,California,43,34336,—,gray,nissan-infiniti lt,12400,12000,-400,-3.333333333,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc150000,California,36,61281,black,black,merchants automotive group,9850,9800,-50,-0.5102040816,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn499901,California,39,20829,white,gray,nissan-infiniti lt,13300,13250,-50,-0.3773584906,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn458231,California,35,33732,white,black,nissan-infiniti lt,12450,12500,50,0.4,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,Suv,automatic,4jgbf7be2ca778965,California,38,58460,—,black,mercedes-benz finc wholesale advantage,27800,27750,-50,-0.1801801802,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp3ck229013,California,42,41746,white,beige,wells fargo dealer services,8275,9300,1025,11.02150538,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Rogue,S,Suv,automatic,jn8as5mv8cw412187,California,4,26320,white,beige,nissan motor acceptance corporation,16150,16000,-150,-0.9375,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn434122,California,36,26203,white,black,nissan-infiniti lt,12950,13000,50,0.3846153846,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap4cn400496,California,37,31843,black,gray,nissan-infiniti lt,12550,15250,2700,17.70491803,High Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc126876,California,39,44525,white,black,nissan-infiniti lt,11750,11500,-250,-2.173913043,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep7cc106371,California,44,11015,white,black,nissan-infiniti lt,15000,15250,250,1.639344262,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6cn427568,California,43,34554,white,black,nissan-infiniti lt,12400,14750,2350,15.93220339,High Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcc125390,California,41,22467,white,black,nissan-infiniti lt,13200,13000,-200,-1.538461538,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Porsche,Panamera,4,Sedan,automatic,wp0aa2a71cl010872,California,41,38926,brown,brown,prestige auto,49700,50500,800,1.584158416,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 12:30:00
2012,Scion,xB,Base,Wagon,automatic,jtlze4fe6cj010019,California,35,18257,silver,black,toyota financial services,12200,12700,500,3.937007874,Low Margin,2015,1,1,2015-01,Tue Jan 06 2015 16:00:00
2012,Porsche,Cayenne,Base,Suv,automatic,wp1aa2a21cla00605,California,43,27043,gray,black,porsche of hawaii,41400,44500,3100,6.966292135,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn510350,California,27,98380,white,black,nissan motor acceptance corporation,9525,8250,-1275,-15.45454545,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Mitsubishi,Galant,ES,Sedan,automatic,4a32b3ff8ce009274,California,25,48910,silver,black,wells fargo dealer services,8125,9500,1375,14.47368421,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6cc128710,California,37,21689,white,gray,nissan-infiniti lt,13250,12000,-1250,-10.41666667,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn471724,California,29,45473,white,beige,nissan-infiniti lt,11650,12100,450,3.719008264,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fkxcu022487,California,29,82708,black,black,california republic bank,12000,12200,200,1.639344262,Low Margin,2015,1,1,2015-01,Wed Jan 14 2015 04:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn406650,California,38,45288,—,black,nissan-infiniti lt,11700,11250,-450,-4,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Frontier,S,King Cab,automatic,1n6bd0ct2cc446833,California,2,227606,white,gray,o'reilly auto parts,5000,5100,100,1.960784314,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cc130891,California,4,44039,white,beige,nissan-infiniti lt,11750,12900,1150,8.914728682,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cc177703,California,38,65320,—,black,nissan-infiniti lt,10350,10250,-100,-0.9756097561,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db5ca487674,California,35,36395,black,black,mercedes-benz financial services,43900,43500,-400,-0.9195402299,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 04:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn405239,California,25,21756,—,black,nissan-infiniti lt,13250,11250,-2000,-17.77777778,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk6cu095761,California,,41266,gray,blue,hertz/tra,14000,4750,-9250,-194.7368421,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 13:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn460655,California,26,40281,white,beige,the hertz corporation,11000,11250,250,2.222222222,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:30:00
2012,Mercedes-Benz,M-Class,ML350 BlueTEC,Suv,automatic,4jgda2eb1ca025472,California,28,53595,white,black,mercedes benz of ontario,33200,32000,-1200,-3.75,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 04:00:00
2012,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2epxcc171389,California,36,50358,gray,black,santander consumer,12300,12000,-300,-2.5,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Armada,SV,Suv,automatic,5n1aa0nc3cn607033,California,24,33829,gray,black,the hertz corporation,25500,24000,-1500,-6.25,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn453946,California,42,74249,white,black,nissan motor acceptance corporation,9775,10250,475,4.634146341,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc139112,California,21,34994,—,black,nissan-infiniti lt,12350,11100,-1250,-11.26126126,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp7ct023963,California,44,16312,—,gray,nissan-infiniti lt,11600,12750,1150,9.019607843,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cc256166,California,3,14887,beige,beige,nissan motor acceptance corporation,13700,11500,-2200,-19.13043478,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:30:00
2012,Mitsubishi,Outlander Sport,SE,Suv,automatic,ja4ap4au5cz004435,California,39,28647,gray,black,first investors servicing corp,11300,11200,-100,-0.8928571429,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn479356,California,36,20526,white,gray,nissan-infiniti lt,13300,12500,-800,-6.4,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,Suv,automatic,4jgbf7bexca781158,California,34,59472,black,black,the hertz corporation,27500,28901,1401,4.847583129,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap4cn421025,California,37,25195,—,black,nissan-infiniti lt,13000,12000,-1000,-8.333333333,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Mitsubishi,Outlander,SE,Suv,automatic,ja4jt3aw8cu003302,California,26,44491,blue,black,wells fargo dealer services,12300,13000,700,5.384615385,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Rogue,SV,Suv,automatic,jn8as5mv0cw352146,California,36,25635,gray,black,nissan-infiniti lt,16300,15250,-1050,-6.885245902,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn403077,California,21,26220,white,tan,nissan-infiniti lt,12950,10750,-2200,-20.46511628,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn419692,California,35,11951,white,black,nissan-infiniti lt,13900,13700,-200,-1.459854015,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Subaru,Impreza,WRX,Sedan,manual,jf1gv7e67cg024559,California,27,36323,blue,black,prestige chrysler jeep dodge,18550,20800,2250,10.81730769,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp5ct016056,California,48,26920,black,beige,nissan-infiniti lt,11050,12000,950,7.916666667,Medium Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn499388,California,34,66364,black,black,the hertz corporation,9675,10500,825,7.857142857,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn417746,California,37,36688,—,gray,nissan-infiniti lt,12250,12400,150,1.209677419,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap1cl769100,California,35,34155,black,gray,wells fargo dealer services,9300,10400,1100,10.57692308,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp0ct020919,California,34,19395,black,beige,nissan-infiniti lt,11650,11000,-650,-5.909090909,Low Margin,2015,1,1,2015-01,Wed Jan 28 2015 04:30:00
2012,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp0ck815359,California,29,33641,red,black,santander consumer,8650,9600,950,9.895833333,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Rogue,S,Suv,automatic,jn8as5mt5cw259184,California,29,41350,red,black,santander consumer,13000,14000,1000,7.142857143,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cc158506,California,43,18891,gray,black,nissan-infiniti lt,13400,15500,2100,13.5483871,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn429376,California,32,40401,white,black,nissan-infiniti lt,12000,12200,200,1.639344262,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Subaru,Legacy,2.5i Premium,Sedan,automatic,4s3bmcb6xc3029413,California,29,69460,gray,black,ge fleet services for itself/servicer,12050,12500,450,3.6,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,Suv,automatic,4jgbf7be4ca778188,California,45,68895,silver,gray,the hertz corporation,24600,25000,400,1.6,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Mitsubishi,Outlander,SE,Suv,automatic,ja4as3awxcu013364,California,42,37816,black,black,jpmorgan chase bank n.a.,12150,12600,450,3.571428571,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Rogue,S,Suv,automatic,jn8as5mt0cw251381,California,26,56424,silver,black,nissan motor acceptance corporation,15200,12250,-2950,-24.08163265,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,Suv,automatic,4jgbf7be7ca782669,California,31,60981,gray,black,the hertz corporation,27000,26250,-750,-2.857142857,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Frontier,SV,Crew Cab,automatic,1n6ad0erxcc421224,California,21,81015,black,gray,jpmorgan chase bank n.a.,14200,13300,-900,-6.766917293,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Mercedes-Benz,M-Class,ML350 4MATIC,Suv,automatic,4jgda5hb6ca044788,California,22,42503,gray,black,fletcher jones motorcars,33700,29750,-3950,-13.27731092,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep8cc191074,California,34,26958,silver,black,phillips auto brokerage,13850,13500,-350,-2.592592593,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap5cc225980,California,41,53345,white,black,onemain rem/delta dealer,11150,8400,-2750,-32.73809524,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,Suv,automatic,4jgbf7be7ca773583,California,46,18330,white,brown,mercedes-benz usa,41000,36750,-4250,-11.56462585,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn417437,California,45,27499,white,gray,nissan-infiniti lt,12850,13000,150,1.153846154,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Rogue,S,Suv,automatic,jn8as5mt3cw291728,California,41,44066,black,black,nissan motor acceptance corporation,15650,14250,-1400,-9.824561404,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap1cn482459,California,28,59724,white,black,the hertz corporation,10750,10600,-150,-1.41509434,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn418275,California,48,33533,—,black,nissan-infiniti lt,12450,12500,50,0.4,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp4ct023001,California,48,13406,black,beige,nissan motor acceptance corporation,11800,12900,1100,8.527131783,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp1ct016331,California,44,33846,black,gray,nissan-infiniti lt,10400,12100,1700,14.04958678,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap3cl625581,California,37,71281,silver,gray,metro nissan of montclair,7750,9100,1350,14.83516484,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cc216730,California,39,52631,white,black,nissan motor acceptance corporation,11200,11900,700,5.882352941,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn453999,California,3,43615,white,gray,nissan-infiniti lt,11850,10000,-1850,-18.5,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:30:00
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,Suv,automatic,4jgbf7be8ca778985,California,19,64548,gray,black,the hertz corporation,25600,23500,-2100,-8.936170213,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:30:00
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,Suv,automatic,4jgbf7be5ca780127,California,27,60867,black,black,the hertz corporation,27100,26500,-600,-2.264150943,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap2cc808904,California,31,55684,—,black,nissan-infiniti lt,14500,16500,2000,12.12121212,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,Suv,automatic,4jgbf7be1ca778875,California,42,59052,black,gray,mercedes-benz finc wholesale advantage,27600,30250,2650,8.760330579,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fkxcu063573,California,28,28605,silver,black,onemain rem/m&m auto traders,14750,15200,450,2.960526316,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn432632,California,2,27826,white,gray,nissan-infiniti lt,12850,11000,-1850,-16.81818182,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cc259271,California,23,31702,silver,black,remarketing by ge/manheim california,11350,10250,-1100,-10.73170732,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Versa,1.6 S,Sedan,,3n1cn7ap0cl945298,California,43,23402,gray,black,wells fargo dealer services,9600,10800,1200,11.11111111,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp3ct023930,California,41,35541,blue,gray,nissan-infiniti lt,10500,11000,500,4.545454545,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn412028,California,26,29636,white,black,nissan-infiniti lt,12700,10750,-1950,-18.13953488,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Ram,1500,SLT,Quad Cab,automatic,1c6rd6gp8cs225557,California,45,62646,silver,gray,symbolic motor cars,14850,15750,900,5.714285714,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn429617,California,38,36396,—,black,nissan-infiniti lt,12250,12400,150,1.209677419,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Versa,1.6 S,Sedan,automatic,3n1cn7ap7cl866033,California,44,53923,blue,black,exeter finance corp,7925,8200,275,3.353658537,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,smart,fortwo,passion coupe,Hatchback,automatic,wmeej3baxck524809,California,44,39963,silver,black,mercedes-benz financial services,5975,7250,1275,17.5862069,High Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn413739,California,41,6265,black,gray,nissan-infiniti lt,14250,13000,-1250,-9.615384615,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,mitsubishi,galant,,,automatic,4a32b2ff9ce018740,California,41,65632,white,gray,dtg operations inc,7900,8000,100,1.25,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn432892,California,32,23090,white,black,nissan-infiniti lt,13150,12750,-400,-3.137254902,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2011,BMW,3 Series,328i,Coupe,automatic,wbake3c57be768905,California,28,31272,white,black,financial services remarketing (lease),20700,21750,1050,4.827586207,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2011,BMW,3 Series,335i,Convertible,automatic,wbadx7c58be743926,California,39,31946,black,black,financial services remarketing (lease),28200,27000,-1200,-4.444444444,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c59bf093304,California,4,52875,black,beige,financial services remarketing (lease),16950,18000,1050,5.833333333,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
