Year,Make,Model,Trim,Body,Transmission,Vin,Region,Condition,Odometer,Color,Interior,Seller,Mmr,Sellingprice,Profit,Profit Margin,Margin Tier,Sale Year,Sale Month,Sale Quarter,Month Label,Saledate
2012,MINI,Cooper Coupe,Base,Hatchback,automatic,wmwsx1c5xct163613,California,39,19744,blue,black,bmw mini financial services,12950,14500,1550,10.68965517,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Kia,Optima,SX,Sedan,automatic,5xxgr4a68cg001060,California,45,32284,black,black,kia motors america  inc,17650,15000,-2650,-17.66666667,Low Margin,2015,5,2,2015-05,Tue May 19 2015 05:00:00
2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ekxcm420585,California,22,37322,white,beige,nissan infiniti lt,21200,19500,-1700,-8.717948718,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,MINI,Cooper Countryman,Base,Wagon,automatic,wmwzb3c58cwm05077,California,47,15738,beige,—,bmw mini financial services,18550,17750,-800,-4.507042254,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,wddhf5kb2ca594172,California,44,31215,gray,black,mercedes-benz financial services,28700,29000,300,1.034482759,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap7cm330656,California,42,21235,—,black,nissan infiniti lt,27900,28000,100,0.3571428571,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 04:30:00
2012,Infiniti,G Coupe,G37,G Coupe,manual,jn1cv6ek0cm421759,California,34,28778,white,black,nissan infiniti lt,24200,23750,-450,-1.894736842,Low Margin,2015,1,1,2015-01,Tue Jan 06 2015 04:30:00
2012,Lexus,IS 250,Base,Sedan,automatic,jthbf5c28c5160859,California,37,52392,black,black,jpmorgan chase bank n.a.,21200,21250,50,0.2352941176,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Infiniti,G Coupe,G37,G Coupe,manual,jn1cv6ek7cm420415,California,4,9633,black,black,nissan infiniti lt,25900,27500,1600,5.818181818,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Mazda,Mazda5,Sport,Minivan,automatic,jm1cw2bl0c0109917,California,27,71064,gray,black,exeter finance corp,8250,10800,2550,23.61111111,High Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Kia,Soul,Base,Wagon,automatic,kndjt2a5xc7430888,California,1,27086,black,black,kia motors finance,10150,3600,-6550,-181.9444444,Low Margin,2015,1,1,2015-01,Tue Jan 13 2015 13:00:00
2012,Lexus,ES 350,Base,Sedan,automatic,jthbk1eg5c2475682,California,39,31675,silver,black,lexus financial services,22800,24100,1300,5.394190871,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Lexus,IS 250,Base,Sedan,automatic,jthbf5c26c5162917,California,36,23023,blue,beige,lexus financial services,22400,21500,-900,-4.186046512,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 00:00:00
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0cm624670,California,42,31852,—,black,nissan infiniti lt,21600,21250,-350,-1.647058824,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Infiniti,M,M37x,Sedan,automatic,jn1by1ar9cm390553,California,43,36721,gray,black,nissan infiniti lt,25700,27250,1550,5.688073394,Medium Margin,2015,1,1,2015-01,Tue Jan 06 2015 04:30:00
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8cm622956,California,39,23842,white,black,nissan infiniti lt,22400,23250,850,3.655913978,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Kia,Sorento,SX,Suv,automatic,5xykw4a2xcg255560,California,39,57480,white,black,kia motors finance,18300,19400,1100,5.670103093,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8cm620401,California,23,43860,blue,black,nissan infiniti lt,20300,16750,-3550,-21.19402985,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3cm625473,California,42,44905,black,black,nissan infiniti lt,20200,23000,2800,12.17391304,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Jeep,Liberty,Sport,Suv,automatic,1c4pjmak5cw183626,California,35,36431,silver,black,dtg operations inc,14450,14100,-350,-2.482269504,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:30:00
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6cm934600,California,44,17031,blue,black,nissan infiniti lt,23200,21000,-2200,-10.47619048,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7cm932340,California,42,29871,blue,black,nissan infiniti lt,21800,21750,-50,-0.2298850575,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Infiniti,M,M37x,Sedan,automatic,jn1by1ar3cm392623,California,38,35421,black,black,nissan infiniti lt,26300,27750,1450,5.225225225,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c58ct256733,California,3,21054,red,—,bmw mini financial services,14150,13750,-400,-2.909090909,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 04:30:00
2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap5cm332499,California,39,31821,black,black,nissan infiniti lt,27400,25500,-1900,-7.450980392,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7cm622933,California,42,42321,black,black,nissan infiniti lt,20400,21000,600,2.857142857,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek1cm422290,California,39,30681,gray,black,nissan infiniti lt,21700,22750,1050,4.615384615,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek4cm422185,California,35,33491,gray,black,nissan infiniti lt,21600,23250,1650,7.096774194,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Lexus,IS 350,Base,Sedan,automatic,jthbe5c27c5029117,California,38,90943,white,black,lexus of valencia,23800,20750,-3050,-14.69879518,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2012,Mazda,Mazda3,i Touring,Sedan,automatic,jm1bl1v88c1676117,California,34,41550,black,black,jpmorgan chase bank n.a.,9775,11250,1475,13.11111111,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0cm620392,California,35,29586,gray,black,nissan infiniti lt,21800,22750,950,4.175824176,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb8cr233513,California,48,32711,white,black,aaero sweet company,21800,23500,1700,7.234042553,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2012,,,,,automatic,salmf1e48ca360609,California,29,62786,black,black,jpmorgan chase bank n.a.,46400,42500,-3900,-9.176470588,Low Margin,2015,2,1,2015-02,Thu Feb 12 2015 04:30:00
2012,MINI,Cooper,Base,Hatchback,manual,wmwsu3c53ct185196,California,39,48311,red,—,bmw mini financial services,12550,13000,450,3.461538462,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap1cm332581,California,42,29321,black,black,nissan infiniti lt,26400,26000,-400,-1.538461538,Low Margin,2015,1,1,2015-01,Tue Jan 06 2015 12:30:00
2012,Jeep,Liberty,Sport,Suv,automatic,1c4pjlak5cw208177,California,43,29745,silver,black,remarketing by ge/mission fcu,14750,15750,1000,6.349206349,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c56ct257413,California,37,43544,blue,—,bmw mini financial services,12900,12300,-600,-4.87804878,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Infiniti,M,M37x,Sedan,automatic,jn1by1ar2cm390295,California,27,18725,—,black,nissan infiniti lt,28700,29500,800,2.711864407,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Jaguar,XF,Base,Sedan,automatic,sajwa0fb6cls22675,California,48,28823,white,beige,jpmorgan chase bank n.a.,28500,32000,3500,10.9375,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c55ct256009,California,38,27277,blue,—,bmw mini financial services,14200,13500,-700,-5.185185185,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,wddhf5kb3ca561858,California,41,28489,—,off-white,mercedes-benz financial services,29200,29000,-200,-0.6896551724,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Jeep,Patriot,Sport,Suv,automatic,1c4njpbb6cd528245,California,37,142823,white,black,remarketing by ge/xpress rent a car,7950,5900,-2050,-34.74576271,Low Margin,2014,12,4,2014-12,Tue Dec 30 2014 15:00:00
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2cm623102,California,33,32906,gold,beige,nissan infiniti lt,21400,21000,-400,-1.904761905,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Kia,Forte,EX,Sedan,automatic,knafu4a20c5501478,California,26,77875,gray,gray,santander consumer,7275,6500,-775,-11.92307692,Low Margin,2015,2,1,2015-02,Thu Feb 12 2015 04:00:00
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hbxcr213327,California,38,34087,—,black,mercedes-benz financial services,21700,20000,-1700,-8.5,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2cm620734,California,4,42171,gray,black,tradewinds remarketing,20400,20250,-150,-0.7407407407,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2012,Kia,Sedona,LX,Minivan,,kndmg4c7xc6479574,California,39,69295,red,beige,dtg operations inc,8650,9300,650,6.989247312,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:30:00
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c53ct263928,California,45,28376,red,black,bmw mini financial services,14150,14000,-150,-1.071428571,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap1cm331687,California,34,31389,gray,black,nissan infiniti lt,27400,25500,-1900,-7.450980392,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Lincoln,Navigator,L,Suv,,5lmjj3h53cel07987,California,47,41598,white,gray,ford motor credit company llc pd,32400,31000,-1400,-4.516129032,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Land Rover,Range Rover Sport,HSE,Suv,automatic,salsf2d49ca718718,California,45,30055,white,tan,land rover north america llc,42000,34500,-7500,-21.73913043,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,MINI,Cooper,S,Hatchback,manual,wmwsv3c50cty25460,California,43,4975,green,—,bmw mini financial services,18300,18250,-50,-0.2739726027,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1cm627934,California,42,28412,white,black,exeter finance corp,21900,21250,-650,-3.058823529,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1ug0c1525605,California,37,64821,gray,black,jpmorgan chase bank n.a.,8000,9500,1500,15.78947368,High Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn433082,California,25,35691,gray,black,nissan-infiniti lt,12300,10500,-1800,-17.14285714,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db7ca436127,California,33,40158,—,black,mercedes-benz financial services,43100,40500,-2600,-6.419753086,Low Margin,2015,1,1,2015-01,Thu Jan 29 2015 04:30:00
2012,mitsubishi,galant,fe,,automatic,4a32b2ff6ce016184,California,41,66882,red,black,dtg operations inc,7925,8400,475,5.654761905,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap1cl763961,California,36,33730,black,gray,autonet trading,9600,10400,800,7.692307692,Medium Margin,2015,2,1,2015-02,Wed Feb 25 2015 04:30:00
2012,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wdbsk7ba3cf169124,California,39,26776,silver,black,sports trend auto sales,58400,20500,-37900,-184.8780488,Low Margin,2015,1,1,2015-01,Thu Jan 29 2015 04:30:00
2012,Nissan,Versa,1.8 S,Hatchback,,3n1bc1cp1cl373279,California,34,42619,silver,black,gm financial,7875,7600,-275,-3.618421053,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp8ct015709,California,46,39384,—,beige,nissan-infiniti lt,10100,12000,1900,15.83333333,High Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn440467,California,46,37161,gold,beige,nissan-infiniti lt,12200,12250,50,0.4081632653,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Ram,1500,R/T,Regular Cab,,3c6jd6ct4cg277128,California,,21916,gray,—,walters auto sales/service inc,19850,22250,2400,10.78651685,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn547233,California,35,61267,red,black,sama california auto export inc,9925,9800,-125,-1.275510204,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Ram,1500,ST,Regular Cab,automatic,3c6jd6ak6cg143165,California,36,81338,white,black,myrddin fleet services,11750,10000,-1750,-17.5,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn454566,California,38,36353,white,black,nissan-infiniti lt,12250,12000,-250,-2.083333333,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Versa,1.8 S,Hatchback,,3n1bc1cp1ck816312,California,36,43546,black,black,merchants leasing,7825,8400,575,6.845238095,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn400752,California,25,77489,blue,black,balboa thrift & loan association,9125,8000,-1125,-14.0625,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2012,Nissan,Sentra,2,Sedan,,3n1ab6ap8cl622983,California,19,55034,black,gray,california republic bank,8450,5200,-3250,-62.5,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 11:00:00
2012,Toyota,Avalon,Base,Sedan,automatic,4t1bk3db3cu449763,California,35,48994,black,black,rd cars,17000,17000,0,0,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap0cc842808,California,19,57933,blue,black,the hertz corporation,15100,10000,-5100,-51,Low Margin,2015,2,1,2015-02,Thu Feb 05 2015 03:30:00
2012,mitsubishi,galant,fe,,automatic,4a32b2ff0ce016262,California,31,66077,white,gray,dtg operations inc,8000,7600,-400,-5.263157895,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:30:00
2012,mitsubishi,galant,fe,,automatic,4a32b2ff5ce008853,California,26,77118,black,black,balboa thrift & loan association,7650,7900,250,3.164556962,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn576568,California,29,53958,blue,black,santander consumer,10300,10000,-300,-3,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp8ck806330,California,,16850,silver,black,lease plan usa,8900,2500,-6400,-256,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 13:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cn467277,California,26,41233,white,gray,the hertz corporation,11000,10400,-600,-5.769230769,Low Margin,2014,12,4,2014-12,Fri Dec 26 2014 12:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cc137726,California,38,48019,—,gray,nissan-infiniti lt,11500,11600,100,0.8620689655,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6cn429658,California,29,39056,black,gray,nissan-infiniti lt,12100,12600,500,3.968253968,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cc116675,California,45,35285,black,gray,nissan-infiniti lt,12350,12700,350,2.755905512,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp0ck808394,California,25,32712,silver,black,exeter finance corp,8750,8100,-650,-8.024691358,Low Margin,2014,12,4,2014-12,Tue Dec 30 2014 15:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn450652,California,36,40330,white,black,nissan-infiniti lt,12000,11500,-500,-4.347826087,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,NV,3500 S,Van,automatic,1n6af0ly1cn102996,California,19,137729,white,gray,nissan-infiniti lt,9525,10500,975,9.285714286,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Subaru,Impreza,WRX,Hatchback,manual,jf1gr7e64cg236940,California,3,27182,blue,black,remarketing by ge/southern california financial,21400,23750,2350,9.894736842,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2012,Toyota,Camry Hybrid,LE,Sedan,automatic,4t1bd1fk6cu007829,California,43,59349,red,beige,jpmorgan chase bank n.a.,14900,15600,700,4.487179487,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cn413411,California,42,41516,—,black,nissan-infiniti lt,11950,13500,1550,11.48148148,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6cn565692,California,35,39109,gray,black,metro nissan of montclair,12100,10400,-1700,-16.34615385,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap5cl694787,California,28,76716,white,gray,california republic bank,7575,7400,-175,-2.364864865,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,GT-R,Black Edition,Coupe,automatic,jn1ar5efxcm251015,California,37,20307,gray,black,remarketing services of el paso,70000,61000,-9000,-14.75409836,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp4ct025329,California,28,21393,black,tan,nissan-infiniti lt,11250,11250,0,0,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Mercedes-Benz,M-Class,ML350 4MATIC,Suv,automatic,4jgda5hb3ca097478,California,44,18266,white,beige,mercedes benz of ontario,37100,37500,400,1.066666667,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Mercedes-Benz,M-Class,ML350 4MATIC,Suv,automatic,4jgda5hb2ca087296,California,46,29338,gray,tan,orange coast chrysler jeep dodge,35600,34000,-1600,-4.705882353,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cn436963,California,35,68499,white,black,nissan-infiniti lt,10150,10500,350,3.333333333,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp2ck279255,California,31,58768,black,black,santander consumer,7525,8400,875,10.41666667,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,mitsubishi,galant,fe,,automatic,4a32b2ff2ce023486,California,2,50151,black,black,fox rent a car tra,8225,5800,-2425,-41.81034483,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:00:00
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,Suv,automatic,4jgbf7be9ca782589,California,3,54184,gray,black,the hertz corporation,29200,28500,-700,-2.456140351,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp7ct015796,California,46,37937,—,beige,nissan-infiniti lt,10350,10750,400,3.720930233,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:30:00
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,Suv,automatic,4jgbf7bexca783234,California,35,57821,gray,gray,mercedes-benz finc wholesale advantage,28100,27750,-350,-1.261261261,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Porsche,Cayenne,Base,Suv,automatic,wp1aa2a25cla01045,California,39,49086,black,beige,elad motors,39000,38750,-250,-0.6451612903,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2012,Nissan,Armada,SL,Suv,automatic,5n1aa0nc8cn607416,California,33,33561,silver,gray,the hertz corporation,27300,24000,-3300,-13.75,Low Margin,2015,1,1,2015-01,Thu Jan 08 2015 11:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc153673,California,43,26506,white,tan,nissan-infiniti lt,12900,14750,1850,12.54237288,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Porsche,Panamera,S Hybrid,Sedan,automatic,wp0ad2a76cl045477,California,41,49288,gray,black,elad motors,52800,49750,-3050,-6.130653266,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk6cu084288,California,28,52277,black,black,toyota financial services,13550,12900,-650,-5.03875969,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 00:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc153415,California,43,12490,gray,black,nissan-infiniti lt,13850,15000,1150,7.666666667,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Subaru,Forester,2.5X Touring PZEV,Suv,automatic,jf2shabc9ch423486,California,23,32594,gray,gray,jpmorgan chase bank n.a.,16700,16000,-700,-4.375,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Ram,1500,SLT,Quad Cab,automatic,1c6rd6gp9cs100115,California,44,52039,white,black,wells fargo dealer services,15900,17300,1400,8.092485549,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn442160,California,39,31174,—,black,nissan-infiniti lt,12600,12250,-350,-2.857142857,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Porsche,Panamera,Base,Sedan,automatic,wp0aa2a79cl012594,California,38,29549,red,tan,downtown motors inc,50300,51500,1200,2.330097087,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Scion,tC,Base,Hatchback,automatic,jtkjf5c76c3033122,California,3,19565,burgundy,black,toyota financial services,13700,13000,-700,-5.384615385,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 00:00:00
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,Suv,automatic,4jgbf7bexca779751,California,24,59940,black,black,the hertz corporation,27300,25000,-2300,-9.2,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap4cn404113,California,44,45196,black,black,nissan-infiniti lt,11700,12200,500,4.098360656,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep5cc226976,California,2,26390,blue,beige,nissan motor acceptance corporation,13900,10200,-3700,-36.2745098,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Porsche,Cayenne,Base,Suv,automatic,wp1aa2a20cla03236,California,46,42303,gray,beige,rusnak pasadena jaguar sterling pasadena,40300,41500,1200,2.891566265,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,mitsubishi,galant,fe,,automatic,4a32b2ff1ce008333,California,19,46008,black,black,remarketing by ge/finance & thrift company,8450,6500,-1950,-30,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2012,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap4cl679178,California,19,61044,blue,gray,remarketing by ge/flagship credit acceptance,8600,5000,-3600,-72,Low Margin,2015,2,1,2015-02,Wed Feb 04 2015 04:30:00
2012,Mercedes-Benz,S-Class,S350 BlueTEC 4MATIC,Sedan,automatic,wddng8db9ca422512,California,29,63968,black,black,mercedes-benz usa,36400,31250,-5150,-16.48,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Scion,tC,Base,Hatchback,manual,jtkjf5c7xc3027985,California,,23657,yellow,—,cardinale gmc truck,13600,14400,800,5.555555556,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap8cc254986,California,29,60716,red,beige,dtg operations inc,10700,9100,-1600,-17.58241758,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cc126546,California,19,37887,white,black,nissan-infiniti lt,12050,19000,6950,36.57894737,High Margin,2014,1,1,2014-01,Mon Jan 06 2014 12:30:00
2012,Nissan,Versa,1.8 S,Hatchback,,3n1bc1cp8ck196087,California,38,9281,blue,gray,nissan motor acceptance corporation,10500,11500,1000,8.695652174,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cc129546,California,41,25209,—,black,nissan-infiniti lt,13000,15400,2400,15.58441558,High Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2012,Mercedes-Benz,S-Class,S350 BlueTEC 4MATIC,Sedan,automatic,wddng8db9ca426754,California,42,34751,gray,black,mercedes-benz usa,42400,37500,-4900,-13.06666667,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,Suv,automatic,4jgbf7be6ca780900,California,35,60646,gray,black,the hertz corporation,27700,26250,-1450,-5.523809524,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 04:00:00
